id,Movie Name,Release Date,Production Budget (USD),Domestic Gross (USD),Worldwide Gross (USD),Domestic Box Office (USD),International Box Office (USD),Worldwide Box Office (USD),Est. Domestic DVD Sales (USD),Est. Domestic Blu-ray Sales (USD),Total Est. Domestic Video Sales (USD),Opening Weekend (USD),Legs,Infl. Adj. Dom. BO (USD),Video Release,MPAA Rating,Running Time (minutes),Franchise,Keywords,Source,Genre,Production Method,Creative Type,Production/Financing Companies,Production Countries,Languages,Domestic Releases,International Releases,Theater counts,Domestic Share Percentage,Movie URL
237,Dunkirk,2017-07-18,150000000,190068280,509736928,190068280.0,319668648.0,509736928.0,13245730.0,21582017.0,34827747.0,50513488.0,3.76,228389651.0,2017-12-19,PG-13,107,,"World War II,Set in France,1940s,Nazis,Set in Germany,Mass Evacuation,War,2018 Oscars Best Picture Nominee,IMAX: DMR,Action Thriller",Original Screenplay,Action,Live Action,Dramatization,"Warner Bros.,Syncopy,RatPac Entertainment,Dune Entertainment","France,Netherlands,United Kingdom,United States",English,"July 21st, 2017 (Wide) byWarner Bros.July 21st, 2017 (IMAX) byWarner Bros.December 1st, 2017 (Oscar Qualifying Run) byWarner Bros.April 11th, 2018 (Limited) byWarner Bros., released asDunkirk (2017) (Re-Release)","July 18th, 2017 (Wide) (South Korea)July 19th, 2017 (Wide) (Sweden)July 21st, 2017 (Wide) (Australia)July 21st, 2017 (Wide), released asДюнкерк(Bulgaria)July 21st, 2017 (Wide), released asDunkerk(Czech Republic)... Show all releases","3,720 opening theaters/4,014 max. theaters, 7.4 weeks average run per theater",37.3,https://www.the-numbers.com/movie/Dunkirk-(2017)#tab=summary
238,Thor,2011-04-29,150000000,181030624,449326618,181030624.0,268295994.0,449326618.0,35340939.0,60264661.0,95605600.0,65723338.0,2.75,246092071.0,2011-09-13,PG-13,113,ThorMarvel Cinematic Universe,"Marvel Comics,Gods and Goddesses,Banishment,Dysfunctional Family,Revenge,Romance,Culture Clash,Cross-Class Romance,Academics,3-D,Prologue,Non-Chronological,Voiceover/Narration,Sword & Sorcerer,Visual Effects,Epilogue,IMAX: DMR,Scene in End Credits,Origin Story,Set in New Mexico,Field Scientists,Adopted Family,False Identity,Family Secrets,Norse Mythology,Motion Capture Performance,3-D - Post-production Conversion,Action Adventure",Based on Comic/Graphic Novel,Action,Live Action,Super Hero,"Marvel Studios,Paramount Pictures,Marvel Entertainment",United States,English,"May 6th, 2011 (Wide) byParamount PicturesMay 6th, 2011 (IMAX) byParamount Pictures","April 29th, 2011 (Wide) (Brazil)August 17th, 2018 (Wide), released asThor (re:2018)(Australia)","3,955 opening theaters/3,963 max. theaters, 5.7 weeks average run per theater",40.3,https://www.the-numbers.com/movie/Thor#tab=summary
239,Madagascar: Escape 2 Africa,2008-11-07,150000000,180174880,599680774,180174880.0,419505894.0,599680774.0,113207196.0,2305873.0,115513069.0,63106589.0,2.86,270310958.0,2009-02-06,PG,89,Madagascar,"Animal Lead,Talking Animals,IMAX: DMR,Posthumous Release,Interspecies Romance,Country Mouse, City Mouse,Set in New York,Mistaken Identity,Escape,Family Adventure",Original Screenplay,Adventure,Digital Animation,Kids Fiction,DreamWorks Animation,United States,English,"November 7th, 2008 (Wide) byParamount PicturesNovember 7th, 2008 (IMAX) byParamount Pictures",,"4,056 opening theaters/4,065 max. theaters, 6.7 weeks average run per theater",30.0,https://www.the-numbers.com/movie/Madagascar-Escape-2-Africa#tab=summary
240,X-Men Origins: Wolverine,2009-05-01,150000000,179883157,374825760,179883157.0,194942603.0,374825760.0,80223242.0,32766358.0,112989600.0,85058003.0,2.11,258552058.0,2009-09-15,PG-13,107,X-MenWolverine,"Marvel Comics,Disrupted by 2007/2008 WGA Strike,Action Adventure,Origin Story,Prologue,War,1800s,The Civil War,World War I,World War II,Vietnam War,Scene in End Credits",Spin-Off,Action,Live Action,Super Hero,"20th Century Fox,Marvel Studios,Dune Entertainment,Donners’ Company,Seed Productions",United States,English,"May 1st, 2009 (Wide) by20th Century Fox",,"4,099 opening theaters/4,102 max. theaters, 5.4 weeks average run per theater",48.0,https://www.the-numbers.com/movie/X-Men-Origins-Wolverine#tab=summary
241,Night at the Museum: Battle of the Smithsonian,2009-05-22,150000000,177243721,402231063,177243721.0,224987342.0,402231063.0,54781178.0,11372577.0,66153755.0,54173286.0,3.27,254758307.0,2009-12-01,PG,105,Night at the Museum,"IMAX: DMR,Family Adventure,Museum,Animated Inanimate Objects,Ensemble",Based on Fiction Book/Short Story,Adventure,Live Action,Fantasy,"Twentieth Century Fox,1492 Pictures",United States,English,"May 22nd, 2009 (Wide) by20th Century FoxMay 22nd, 2009 (IMAX) by20th Century Fox",,"4,096 opening theaters/4,101 max. theaters, 6.3 weeks average run per theater",44.1,https://www.the-numbers.com/movie/Night-at-the-Museum-Battle-of-the-Smithsonian#tab=summary
242,Kung Fu Panda 2,2011-05-26,150000000,165249063,664837547,165249063.0,499588484.0,664837547.0,37735102.0,20962438.0,58697540.0,47656302.0,3.47,224638696.0,2011-12-13,PG,90,Kung Fu Panda,"Martial Arts,Animal Lead,Talking Animals,Revenge,3-D,Voiceover/Narration,Prologue,Epilogue,Psychics,IMAX: DMR,3-D - Shot in 3-D,Family Adventure",Original Screenplay,Adventure,Digital Animation,Kids Fiction,DreamWorks Animation,United States,English,"May 26th, 2011 (Wide) byParamount PicturesMay 26th, 2011 (IMAX) byParamount Pictures",,"3,925 opening theaters/3,952 max. theaters, 5.7 weeks average run per theater",24.9,https://www.the-numbers.com/movie/Kung-Fu-Panda-2#tab=summary
243,Mad Max: Fury Road,2015-05-14,150000000,154363726,380463726,154363726.0,226100000.0,380463726.0,20832353.0,35686495.0,56518848.0,45428128.0,3.4,197358149.0,2015-08-11,R,120,Mad Max,"Post Apocalypse,Australia,Escape,Fugitive / On the Run,Kidnap,Rescue,Development Hell,Prologue,Voiceover/Narration,Hallucinations,Death of a Son or Daughter,Death of a Spouse or Fiancée / Fiancé,Car Chase,2016 Oscars Best Picture Nominee,3-D,3-D - Post-production Conversion,IMAX: DMR,Action Adventure",Original Screenplay,Action,Live Action,Science Fiction,Kennedy Miller Mitchell Productions,United States,English,"May 15th, 2015 (Wide) byWarner Bros.May 15th, 2015 (IMAX) byWarner Bros.","May 14th, 2015 (Wide), released asMad Max: Furia En El Camino‬(Argentina)May 14th, 2015 (Wide) (Australia)May 14th, 2015 (Wide) (Belgium)May 14th, 2015 (Wide), released asMad Max: Furia En El Camino‬(Bolivia)May 14th, 2015 (Wide) (Brazil)... Show all releases","3,702 opening theaters/3,722 max. theaters, 5.6 weeks average run per theater",40.6,https://www.the-numbers.com/movie/Mad-Max-Fury-Road#tab=summary
244,Pokémon: Detective Pikachu,2019-05-03,150000000,144105346,428919826,144105346.0,284814480.0,428919826.0,18081646.0,21790443.0,39872089.0,54365242.0,2.65,169591230.0,2019-07-23,PG,104,Pokemon,"Missing Person,Private Investigator,Corporate Malfeasance,Motion Capture Performance,3-D,3-D - Post-production Conversion,IMAX: DMR,Crime Comedy,Body Swap,Surprise Twist",Based on Game,Comedy,"Animation,Live Action",Kids Fiction,"Warner Bros.,Legendary Pictures,Toho Co","Japan,United States",English,"May 10th, 2019 (Wide) byWarner Bros.","May 3rd, 2019 (Wide) (Japan)May 3rd, 2019 (Wide), released asPokémon Detektív Pikachu(Slovakia)May 8th, 2019 (Wide) (Belgium)May 8th, 2019 (Wide) (France)May 8th, 2019 (Wide) (Indonesia)... Show all releases","4,202 opening theaters/4,248 max. theaters, 4.8 weeks average run per theater",33.6,https://www.the-numbers.com/movie/Pokemon-Detective-Pikachu-(2019)#tab=summary
245,The Matrix Revolutions,2003-11-05,150000000,139270910,427300260,139270910.0,288029350.0,427300260.0,,,,48475154.0,2.87,248927901.0,2004-04-06,R,129,Matrix,"Visual Effects,Post Apocalypse,Artificial Intelligence,Virtual Reality,IMAX: DMR,Action Adventure",Original Screenplay,Action,Live Action,Science Fiction,EON Enterprises,United States,"English,French","November 5th, 2003 (Wide) byWarner Bros.","November 5th, 2003 (Wide) (Australia)November 6th, 2003 (Wide) (New Zealand)July 12th, 2019 (Limited), released asThe Matrix Revolutions (4K Restoration)(United Kingdom)","3,502 opening theaters/3,502 max. theaters, 4.4 weeks average run per theater",32.6,https://www.the-numbers.com/movie/Matrix-Revolutions-The#tab=summary
246,Ready Player One,2018-03-20,150000000,137690172,579055653,137690172.0,441365481.0,579055653.0,6685611.0,24262654.0,30948265.0,41769050.0,3.3,162930850.0,2018-07-03,PG-13,140,,"Near Future,Virtual Reality,Video Game,Environment,Government Corruption,Poverty,Treasure Hunters,Motion Capture Performance,3-D,3-D - Post-production Conversion,IMAX: DMR,Chase Adventure",Based on Fiction Book/Short Story,Adventure,"Animation,Live Action",Science Fiction,"Warner Bros.,Village Roadshow Productions,Amblin Entertainment,De Line Pictures,Access Entertainment,Dune Entertainment",United States,English,"March 29th, 2018 (Wide) byWarner Bros.","March 20th, 2018 (Wide), released asReady Player One (레디 플레이어 원)(South Korea)March 28th, 2018 (Wide) (France)March 28th, 2018 (Wide) (Italy)March 29th, 2018 (Wide) (China)March 30th, 2018 (Wide) (Argentina)... Show all releases","4,234 opening theaters/4,234 max. theaters, 5.1 weeks average run per theater",23.8,https://www.the-numbers.com/movie/Ready-Player-One#tab=summary
247,Chicken Little,2005-11-04,150000000,135386665,310043823,135386665.0,174657158.0,310043823.0,142727019.0,,142727019.0,40049778.0,3.38,227562426.0,2006-03-21,G,82,,"Alien Invasion,Family Movie,3-D,3-D - Post-production Conversion,Family Adventure,Talking Animals,Animal Lead",Original Screenplay,Adventure,Digital Animation,Kids Fiction,Walt Disney Animation Studios,United States,English,"November 4th, 2005 (Wide) byWalt Disney",,"3,654 opening theaters/3,658 max. theaters, 7.1 weeks average run per theater",43.7,https://www.the-numbers.com/movie/Chicken-Little#tab=summary
248,Mission: Impossible III,2006-05-05,150000000,133501348,399387745,133501348.0,265886397.0,399387745.0,49944710.0,1778002.0,51722712.0,47743273.0,2.8,219716720.0,2006-10-30,PG-13,126,Mission: Impossible,"Secret Agent,Visual Effects,Revenge,Action Thriller,Retirement,Rescue,Out of Retirement",Based on TV,Action,Live Action,Contemporary Fiction,Cruise-Wagner,United States,English,"May 5th, 2006 (Wide) byParamount Pictures","November 26th, 2020 (Limited) (Australia)","4,054 opening theaters/4,059 max. theaters, 5.4 weeks average run per theater",33.4,https://www.the-numbers.com/movie/Mission-Impossible-III#tab=summary
249,Angels & Demons,2009-05-15,150000000,133375846,490875846,133375846.0,357500000.0,490875846.0,36759534.0,13529456.0,50288990.0,46204168.0,2.89,191705548.0,2009-11-24,PG-13,138,Da Vinci Code,"Crime Thriller,Catholic,Kidnap,Terrorism,Shadowy Organization,Revenge",Based on Fiction Book/Short Story,Thriller/Suspense,Live Action,Contemporary Fiction,"Columbia Pictures,Imagine Entertainment,Brian Grazer Productions,John Calley",United States,English,"May 15th, 2009 (Wide) bySony Pictures",,"3,527 opening theaters/3,527 max. theaters, 5.8 weeks average run per theater",27.2,https://www.the-numbers.com/movie/Angels-and-Demons#tab=summary
250,Troy,2004-05-13,150000000,133298577,483152040,133298577.0,349853463.0,483152040.0,,,,46865412.0,2.84,231394306.0,2005-01-04,R,162,,"Action Adventure,Ancient Greece,War,Revenge,Kidnap,Sex Crimes",Based on Fiction Book/Short Story,Action,Live Action,Historical Fiction,"Radiant Productions,Plan B Entertainment","Malta,United Kingdom,United States",English,"May 14th, 2004 (Wide) byWarner Bros.","May 13th, 2004 (Wide) (Australia)July 3rd, 2020 (Wide) (South Korea)","3,411 opening theaters/3,411 max. theaters, 5.5 weeks average run per theater",27.6,https://www.the-numbers.com/movie/Troy#tab=summary
251,The Last Airbender,2010-07-01,150000000,131772187,319713881,131772187.0,187941694.0,319713881.0,31264134.0,18013248.0,49277382.0,40325019.0,3.27,180038548.0,2010-11-16,PG,103,,"Prologue,Live Action Cartoon,Martial Arts,Voiceover/Narration,3-D,Whitewashed Casting,3-D - Post-production Conversion,Family Adventure",Based on TV,Adventure,Live Action,Fantasy,"Paramount Pictures,Nickelodeon Films,Blinding Edge Pictures,The Kennedy/Marshall Company",United States,English,"July 1st, 2010 (Wide) byParamount Pictures",,"3,169 opening theaters/3,203 max. theaters, 4.6 weeks average run per theater",41.2,https://www.the-numbers.com/movie/Last-Airbender-The#tab=summary
252,Bee Movie,2007-11-02,150000000,126631277,287594577,126631277.0,160963300.0,287594577.0,85753889.0,201460.0,85955349.0,38021044.0,3.33,198275214.0,2008-03-11,PG,90,,"Animal Lead,Talking Animals,Food,Family Adventure,Cult Movie",Original Screenplay,Adventure,Digital Animation,Kids Fiction,"DreamWorks Animation,Columbus 81 Productions",United States,English,"November 2nd, 2007 (Wide) byParamount Pictures","November 29th, 2007 (Wide) (Australia)","3,928 opening theaters/3,984 max. theaters, 6.4 weeks average run per theater",44.0,https://www.the-numbers.com/movie/Bee-Movie#tab=summary
253,G-Force,2009-07-24,150000000,119436770,292817841,119436770.0,173381071.0,292817841.0,45475273.0,19124426.0,64599699.0,31706934.0,3.77,171670454.0,2009-12-15,PG,87,,"3-D,3-D - Post-production Conversion,Family Adventure,Animal Lead,Talking Animals,Secret Agent",Original Screenplay,Adventure,"Animation,Live Action",Kids Fiction,"Jerry Bruckheimer,Walt Disney Pictures",United States,English,"July 24th, 2009 (Wide) byWalt Disney","September 24th, 2009 (Wide) (New Zealand)","3,697 opening theaters/3,697 max. theaters, 6.4 weeks average run per theater",40.8,https://www.the-numbers.com/movie/G-Force#tab=summary
254,Bolt,2008-11-21,150000000,114053579,328015029,114053579.0,213961450.0,328015029.0,93791071.0,,93791071.0,26223128.0,4.29,170974250.0,2009-03-22,PG,96,,"Animal Lead,Talking Animals,3-D,3-D - Shot in 3-D,Family Adventure,TV Industry,Child Actor",Original Screenplay,Adventure,Digital Animation,Kids Fiction,"Walt Disney Pictures,Walt Disney Animation Studios",United States,English,"November 21st, 2008 (Wide) byWalt Disney",,"3,651 opening theaters/3,654 max. theaters, 6.3 weeks average run per theater",34.8,https://www.the-numbers.com/movie/Bolt#tab=summary
255,Encanto,2021-11-24,150000000,96093622,231181871,96093622.0,135088249.0,231181871.0,6501295.0,6222326.0,12723621.0,27206494.0,3.53,101659292.0,2021-12-24,PG,109,,"Family Adventure,Sibling Rivalry,Disrupted by 2020 COVID-19 pandemic,Musical-Adventure",Original Screenplay,Adventure,Digital Animation,Kids Fiction,"Walt Disney Pictures,Walt Disney Animation Studios",United States,English,"November 24th, 2021 (Wide) byWalt Disney","November 24th, 2021 (Wide) (Belgium)November 24th, 2021 (Wide) (Colombia)November 24th, 2021 (Wide), released asEncanto, la fantastique famille Madrigal(France)November 24th, 2021 (Wide) (Indonesia)November 24th, 2021 (Wide) (Italy)... Show all releases","3,980 opening theaters/3,980 max. theaters, 7.0 weeks average run per theater",41.6,https://www.the-numbers.com/movie/Encanto-(2021)#tab=summary
256,Dungeons & Dragons: Honor Among Thieves,2023-03-02,150000000,93549650,207854947,93549650.0,114305297.0,207854947.0,1947571.0,4655950.0,6603521.0,37205784.0,2.51,93549650.0,2023-05-02,PG-13,134,,"Action Adventure,Disrupted by 2020 COVID-19 pandemic,Ensemble,Good vs. Evil",Based on Game,Adventure,Live Action,Fantasy,"Hasbro Studios,Entertainment One,Paramount Pictures",United States,English,"March 31st, 2023 (Wide) byParamount PicturesMarch 31st, 2023 (IMAX) byParamount Pictures","March 2nd, 2023 (Wide), released asDungeons & Dragons: Ehre Unter Dieben(Germany)March 29th, 2023 (Wide), released asDungeons and Dragons: Ehre unter Dieben(Austria)March 29th, 2023 (Wide) (Belgium)March 29th, 2023 (Wide), released asCalabozos & Dragones: Honor Entre Ladrones(Colombia)March 29th, 2023 (Wide) (Indonesia)... Show all releases","3,855 opening theaters/3,856 max. theaters, 5.2 weeks average run per theater",45.0,https://www.the-numbers.com/movie/Dungeons-and-Dragons-Honor-Among-Thieves-(2023)#tab=summary
257,Wrath of the Titans,2012-03-28,150000000,83670083,305270083,83670083.0,221600000.0,305270083.0,20146423.0,16104958.0,36251381.0,33457188.0,2.5,113311986.0,2012-06-26,PG-13,99,Clash of the Titans,"3-D,Gods and Goddesses,Visual Effects,Sword & Sorcerer,Monster,Rescue,Heaven and Hell,Dysfunctional Family,IMAX: DMR,Sword and Sandal,3-D - Post-production Conversion,Action Adventure",Based on Folk Tale/Legend/Fairytale,Adventure,"Animation,Live Action",Fantasy,"Warner Bros.,Legendary Pictures,Furia de Titanes II, A.I.E,Thunder Road Film,Cott Productions","United Kingdom,United States",English,"March 30th, 2012 (Wide) byWarner Bros.March 30th, 2012 (IMAX) byWarner Bros.","March 28th, 2012 (Wide) (Belgium)March 28th, 2012 (Wide) (Egypt)March 29th, 2012 (Wide) (Argentina)March 29th, 2012 (Wide) (Austria)March 29th, 2012 (Wide) (Bolivia)... Show all releases","3,545 opening theaters/3,545 max. theaters, 4.6 weeks average run per theater",27.4,https://www.the-numbers.com/movie/Wrath-of-the-Titans#tab=summary
258,Beowulf,2007-11-16,150000000,82280579,195080579,82280579.0,112800000.0,195080579.0,36825311.0,,36825311.0,27515871.0,2.99,128851777.0,2008-02-26,PG-13,115,,"Good vs. Evil,Sword & Sorcerer,Demons,Monster,3-D,IMAX: DMR,Motion Capture Performance,3-D - Shot in 3-D,Heroic Adventure",Based on Fiction Book/Short Story,Adventure,Digital Animation,Fantasy,"Paramount Pictures,Shangri-La Entertainment,ImageMovers",United States,English,"November 16th, 2007 (Wide) byParamount PicturesNovember 16th, 2007 (IMAX) byParamount Pictures","November 29th, 2007 (Wide) (Australia)","3,153 opening theaters/3,249 max. theaters, 4.8 weeks average run per theater",42.2,https://www.the-numbers.com/movie/Beowulf#tab=summary
259,Dark Shadows,2012-05-09,150000000,79727149,245564215,79727149.0,165837066.0,245564215.0,17288906.0,8157275.0,25446181.0,29685274.0,2.69,107972189.0,2012-10-02,PG-13,112,,"Vampire,Curses,Time Travel,Culture Clash,Unrequited Love,Dysfunctional Family,Romance,Epilogue,Voiceover/Narration,Non-Chronological,Werewolf,Mental Illness,Haunting,IMAX: DMR,Prologue,Orphan,Suicide,Reincarnation,Dream Sequence,Young Child Dealing with the Death of a Parent,Abandoned Child,1700s,Black Comedy,Supernatural",Based on TV,Black Comedy,Live Action,Contemporary Fiction,"Warner Bros.,Village Roadshow Productions,Infinitum Nihil,GK Films,Zancuk Company",United States,English,"May 11th, 2012 (Wide) byWarner Bros.May 11th, 2012 (IMAX) byWarner Bros.","May 9th, 2012 (Wide) (Belgium)May 9th, 2012 (Wide) (France)May 9th, 2012 (Wide) (Switzerland)May 10th, 2012 (Wide) (Australia)May 10th, 2012 (Wide) (Austria)... Show all releases","3,755 opening theaters/3,755 max. theaters, 4.8 weeks average run per theater",32.5,https://www.the-numbers.com/movie/Dark-Shadows#tab=summary
